SUBS_ID,DATE_CALC,TARIFF_ID,Выборка,tariff_changed,CHARGE_mean,CHARGE_std,CHARGE_range,CHARGE_median,SUPPORT_4G_mean,SUPPORT_4G_std,SUPPORT_4G_range,SUPPORT_4G_median,SUPPORT_3G_mean,SUPPORT_3G_std,SUPPORT_3G_range,SUPPORT_3G_median,LTE_TRAFF_FLAG_mean,LTE_TRAFF_FLAG_std,LTE_TRAFF_FLAG_range,LTE_TRAFF_FLAG_median,SMS_IN_CNT_mean,SMS_IN_CNT_std,SMS_IN_CNT_range,SMS_IN_CNT_median,SMS_OUT_CNT_mean,SMS_OUT_CNT_std,SMS_OUT_CNT_range,SMS_OUT_CNT_median,CALLS_IN_CNT_mean,CALLS_IN_CNT_std,CALLS_IN_CNT_range,CALLS_IN_CNT_median,CALLS_OUT_CNT_mean,CALLS_OUT_CNT_std,CALLS_OUT_CNT_range,CALLS_OUT_CNT_median,LIFE_TIME_mean,LIFE_TIME_std,LIFE_TIME_range,LIFE_TIME_median,DURATION_IN_MIN_mean,DURATION_IN_MIN_std,DURATION_IN_MIN_range,DURATION_IN_MIN_median,DURATION_OUT_MIN_mean,DURATION_OUT_MIN_std,DURATION_OUT_MIN_range,DURATION_OUT_MIN_median,DATA_TRAFFIC_MB_mean,DATA_TRAFFIC_MB_std,DATA_TRAFFIC_MB_range,DATA_TRAFFIC_MB_median,SESSIONS_CNT_mean,SESSIONS_CNT_std,SESSIONS_CNT_range,SESSIONS_CNT_median,RECHARGE_mean,RECHARGE_std,RECHARGE_range,RECHARGE_median,RECHARGE_CNT_mean,RECHARGE_CNT_std,RECHARGE_CNT_range,RECHARGE_CNT_median
1651,2019-07-01 00:00:00,130.0,1,0,188.48333333333335,39.64367583024225,75.09,203.18,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,120.66666666666667,16.258331197676263,32,124.0,9.0,7.0,13,12.0,91.33333333333333,7.234178138070236,13,95.0,98.66666666666667,23.180451534284945,42,110.0,5243.666666666667,30.501366089625122,61.0,5244.0,256.0,49.78955713801841,92,234.0,419.6266666666667,97.50084375703284,191.65999999999997,440.38,18389.31,3756.2321162436165,7507.879999999999,18237.81,5499.0,134.54738942097688,265,5472.0,168.0,166.28890522220658,326.0,130.0,1.6666666666666667,0.5773502691896257,1,2.0
1722,2019-07-01 00:00:00,130.0,1,0,115.52333333333333,17.586737427201594,32.8,108.19,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,197.33333333333334,17.243356208503418,34,194.0,7.333333333333333,8.504900548115383,16,4.0,113.33333333333333,23.58671942711265,47,111.0,101.33333333333333,15.56705923844749,31,103.0,5243.666666666667,30.501366089625122,61.0,5244.0,544.0,117.74124171249427,228,510.0,749.9833333333332,210.00291958287943,410.03,802.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,156.66666666666666,32.145502536643185,60.0,170.0,1.6666666666666667,0.5773502691896257,1,2.0
1832,2019-07-01 00:00:00,548.0,1,0,344.3333333333333,37.072002014098636,69.0,360.0,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,102.0,26.153393661244042,48,114.0,4.0,2.6457513110645907,5,5.0,139.66666666666666,44.881324995295465,81,162.0,86.0,17.69180601295413,35,83.0,5243.666666666667,30.501366089625122,61.0,5244.0,445.0,212.99530511257754,401,528.0,186.39,27.425876467307297,48.80000000000001,171.93,7677.546666666668,7643.9472998074325,14746.37,5349.15,992.6666666666666,812.3548075399895,1601,833.0,350.0,250.0,500.0,350.0,2.0,1.0,2,2.0
1841,2019-07-01 00:00:00,121.0,1,0,144.1,61.72333432341451,122.9,137.4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,11.269427669584644,20,47.0,0.0,0.0,0,0.0,65.66666666666667,35.444792753426185,65,82.0,92.33333333333333,40.12895878705717,70,115.0,5243.666666666667,30.501366089625122,61.0,5244.0,90.0,40.70626487409524,71,113.0,97.32666666666667,38.66402117386826,76.44,90.58,0.006666666666666667,0.011547005383792516,0.02,0.0,6.0,10.392304845413264,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1965,2019-07-01 00:00:00,300.0,1,0,1046.75,73.78527969724045,147.05000000000007,1053.9,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,91.33333333333333,11.150485789118488,21,87.0,3.3333333333333335,1.5275252316519465,3,3.0,166.66666666666666,19.08751773629388,36,174.0,281.3333333333333,18.77054430040145,37,285.0,5243.666666666667,30.501366089625122,61.0,5244.0,346.3333333333333,75.30161574185067,146,325.0,459.24333333333334,17.148776438374046,33.599999999999966,455.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1066.6666666666667,115.47005383792515,200.0,1000.0,5.333333333333333,0.5773502691896258,1,5.0
2008,2019-07-01 00:00:00,300.0,1,0,42.77333333333333,37.27231456903815,68.29,60.03,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.6666666666666666,0.5773502691896258,1.0,1.0,3.3333333333333335,3.0550504633038935,6,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5243.666666666667,30.501366089625122,61.0,5244.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.5983841132519263,4.54,4.46,5.0,5.0,10,5.0,16.666666666666668,28.867513459481287,50.0,0.0,0.3333333333333333,0.5773502691896258,1,0.0
2070,2019-07-01 00:00:00,300.0,1,0,48.00333333333333,14.581002480396652,28.869999999999997,50.38,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,14.333333333333334,2.3094010767585034,4,13.0,3.0,3.4641016151377544,6,1.0,72.33333333333333,15.631165450257807,31,70.0,17.666666666666668,1.5275252316519465,3,18.0,5243.666666666667,30.501366089625122,61.0,5244.0,179.66666666666666,28.112867753634337,51,166.0,41.593333333333334,41.88305902549781,74.47,19.45,0.2733333333333333,0.14977761292440647,0.29000000000000004,0.23,332.3333333333333,44.992591982829055,89,340.0,66.66666666666667,57.73502691896258,100.0,100.0,0.6666666666666666,0.5773502691896258,1,1.0
2110,2019-07-01 00:00:00,135.0,1,0,359.16333333333336,11.541231881100625,19.99000000000001,352.5,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,34.0,12.12435565298214,24,32.0,0.0,0.0,0,0.0,25.666666666666668,6.027713773341707,12,25.0,41.333333333333336,15.275252316519467,30,38.0,5243.666666666667,30.501366089625122,61.0,5244.0,50.333333333333336,16.65332799572906,32,45.0,55.78333333333333,35.280096844160354,70.49000000000001,57.6,351.71,162.4494065855582,312.85,402.32,1560.3333333333333,192.10500600799898,371,1618.0,556.3666666666667,489.17246788155745,919.0,750.1,0.6666666666666666,0.5773502691896258,1,1.0
2160,2019-07-01 00:00:00,300.0,1,0,11.200000000000001,4.214261501141095,8.399999999999999,10.8,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,6.6583281184793925,13,4.0,0.0,0.0,0,0.0,29.666666666666668,12.662279942148386,25,32.0,6.666666666666667,3.0550504633038935,6,6.0,5243.666666666667,30.501366089625122,61.0,5244.0,195.0,83.28865468957942,149,152.0,55.85999999999999,29.284615414923923,51.809999999999995,71.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2185,2019-07-01 00:00:00,300.0,1,0,37.06666666666667,19.459016761731135,34.0,48.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.5773502691896258,1,4.0,0.0,0.0,0,0.0,8.333333333333334,2.3094010767585034,4,7.0,15.333333333333334,9.71253485622231,19,13.0,5243.666666666667,30.501366089625122,61.0,5244.0,22.666666666666668,22.300971578236975,42,14.0,28.350000000000005,12.421127163023492,22.580000000000002,22.37,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,33.333333333333336,57.735026918962575,100.0,0.0,0.3333333333333333,0.5773502691896258,1,0.0
2316,2019-07-01 00:00:00,524.0,1,1,307.93333333333334,75.39962422541197,143.89999999999998,281.9,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,138.66666666666666,23.45918441321721,45,131.0,16.666666666666668,8.082903768654761,16,18.0,17.333333333333332,9.073771725877467,18,16.0,9.0,7.211102550927978,14,7.0,5243.666666666667,30.501366089625122,61.0,5244.0,75.66666666666667,65.65312889218102,130,65.0,13.603333333333333,13.30416601419771,24.0,6.97,403.0833333333333,410.99254279528395,756.47,217.42,468.6666666666667,48.01388688008223,86,444.0,323.3333333333333,135.76941236277534,240.0,250.0,2.0,1.0,2,2.0
2325,2019-07-01 00:00:00,300.0,1,0,263.40000000000003,17.267599717389807,34.50000000000003,262.5,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,67.33333333333333,60.61627944152737,121,63.0,0.3333333333333333,0.5773502691896258,1,0.0,36.333333333333336,7.094598884597588,14,35.0,263.3333333333333,28.00595174839329,49,279.0,5243.666666666667,30.501366089625122,61.0,5244.0,108.66666666666667,26.407069760451144,52,114.0,504.15333333333336,35.078314288650404,67.18000000000006,492.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,216.66666666666666,76.37626158259734,150.0,200.0,1.6666666666666667,0.5773502691896257,1,2.0
2358,2019-07-01 00:00:00,135.0,1,0,1027.7866666666666,958.4049574857871,1790.96,633.4,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,195.33333333333334,34.44318994131254,62,178.0,19.0,4.58257569495584,9,20.0,52.666666666666664,13.051181300301261,26,54.0,93.0,37.36308338453881,74,87.0,5243.666666666667,30.501366089625122,61.0,5244.0,146.33333333333334,50.20292156173117,99,156.0,231.65,118.1366746611737,230.88,202.67,1109.3133333333333,590.9507551677494,1171.75,1020.07,1991.0,425.34809274287335,747,2226.0,1216.6666666666667,1061.0529361598003,2050.0,900.0,4.0,3.605551275463989,7,3.0
2399,2019-07-01 00:00:00,260.0,1,0,70.83999999999999,56.954553812667164,103.96,43.96,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,82.0,14.106735979665885,28,84.0,0.3333333333333333,0.5773502691896258,1,0.0,41.333333333333336,20.132891827388665,40,44.0,25.0,10.816653826391969,21,22.0,5243.666666666667,30.501366089625122,61.0,5244.0,51.333333333333336,47.878317987721054,92,36.0,28.336666666666662,31.44300611158757,56.23,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,0,1.0
2437,2019-07-01 00:00:00,523.0,1,0,239.9,25.4678228358845,50.900000000000006,241.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46.666666666666664,13.316656236958785,24,40.0,0.3333333333333333,0.5773502691896258,1,0.0,90.33333333333333,12.503332889007368,23,96.0,130.0,21.633307652783937,42,124.0,5243.666666666667,30.501366089625122,61.0,5244.0,126.66666666666667,14.294521094927712,28,130.0,225.50666666666666,45.63262685111755,85.15000000000003,244.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,262.6666666666667,79.0527250215534,154.0,242.0,3.0,0.0,0,3.0
2557,2019-07-01 00:00:00,300.0,1,0,308.90000000000003,86.9132325943524,169.2,285.9,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,116.0,16.64331697709324,31,109.0,5.0,3.0,6,5.0,144.33333333333334,50.40171954738582,100,137.0,119.66666666666667,34.42867022313428,64,105.0,5243.666666666667,30.501366089625122,61.0,5244.0,678.3333333333334,243.66028263410786,425,816.0,571.6766666666666,184.23829035608568,357.57,520.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,500.0,264.5751311064591,500.0,400.0,1.6666666666666667,0.5773502691896257,1,2.0
2574,2019-07-01 00:00:00,135.0,1,0,593.3333333333334,171.35758907423198,296.90000000000003,494.5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,137.33333333333334,15.30795000427338,29,143.0,16.333333333333332,9.073771725877467,18,15.0,314.6666666666667,72.23111056416988,128,276.0,367.3333333333333,34.77547028198661,66,380.0,5243.666666666667,30.501366089625122,61.0,5244.0,395.3333333333333,122.23065627465695,221,335.0,746.37,150.79722245452666,290.97,792.18,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,683.3333333333334,160.7275126832159,300.0,750.0,3.0,0.0,0,3.0
2608,2019-07-01 00:00:00,300.0,1,0,8.299999999999999,8.623804264940155,16.5,5.4,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,11.0,4.358898943540674,8,13.0,0.0,0.0,0,0.0,0.3333333333333333,0.5773502691896258,1,0.0,2.0,0.0,0,2.0,5243.666666666667,30.501366089625122,61.0,5244.0,0.6666666666666666,1.1547005383792517,2,0.0,3.7433333333333336,4.641188784496202,8.43,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2841,2019-07-01 00:00:00,260.0,1,0,453.41333333333336,293.65170837802617,583.95,417.23,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,57.666666666666664,3.214550253664318,6,59.0,0.0,0.0,0,0.0,36.333333333333336,12.34233905438241,24,33.0,37.0,9.848857801796104,19,40.0,5243.666666666667,30.501366089625122,61.0,5244.0,215.33333333333334,84.1803619220857,163,191.0,208.68999999999997,117.80099193130759,231.78999999999996,184.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,500.0,200.0,400.0,500.0,1.3333333333333333,0.5773502691896257,1,1.0
2882,2019-07-01 00:00:00,130.0,1,0,234.33666666666667,28.92169658462887,57.03999999999999,228.79,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,100.66666666666667,19.629909152447276,34,112.0,0.6666666666666666,1.1547005383792517,2,0.0,100.33333333333333,11.015141094572204,20,95.0,105.0,18.33030277982336,36,101.0,5243.666666666667,30.501366089625122,61.0,5244.0,740.0,32.18695387886216,62,730.0,764.1733333333333,170.26312617044636,307.82000000000005,680.1,1.29,1.1663189958154674,2.27,1.6,39.666666666666664,38.552993831002716,77,42.0,223.33333333333334,46.18802153517006,80.0,250.0,2.0,0.0,0,2.0
3008,2019-07-01 00:00:00,450.0,1,0,44.53333333333333,3.500476158086687,7.0,44.6,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,4.725815626252608,9,11.0,0.0,0.0,0,0.0,19.666666666666668,8.144527815247077,15,16.0,38.666666666666664,6.027713773341708,12,38.0,5243.666666666667,30.501366089625122,61.0,5244.0,114.0,54.80875842417888,104,94.0,323.39,69.83094085002722,134.72,344.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
3132,2019-07-01 00:00:00,588.0,1,0,250.0,0.0,0.0,250.0,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,35.0,3.605551275463989,7,34.0,0.0,0.0,0,0.0,40.666666666666664,12.42309676905615,22,34.0,63.333333333333336,12.662279942148386,25,61.0,5243.666666666667,30.501366089625122,61.0,5244.0,112.33333333333333,45.081407845511364,88,101.0,185.44333333333336,71.95492362120423,130.70000000000002,150.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,243.83333333333334,240.8092260137334,481.5,250.0,1.0,1.0,2,1.0
3243,2019-07-01 00:00:00,300.0,1,0,167.48333333333332,75.23729682367207,148.25,152.6,0.0,0.0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,162.66666666666666,15.01110699893027,26,154.0,3.6666666666666665,2.5166114784235836,5,4.0,57.333333333333336,10.692676621563628,19,63.0,58.0,5.5677643628300215,11,57.0,5243.666666666667,30.501366089625122,61.0,5244.0,195.33333333333334,51.159880114532456,94,172.0,204.82333333333335,41.37252268515099,81.97,198.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.66666666666666,152.75252316519467,300.0,200.0,1.0,1.0,2,1.0
3284,2019-07-01 00:00:00,135.0,1,0,684.0500000000001,609.3319600185107,1149.75,450.8,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,260.3333333333333,44.45597072760118,88,253.0,44.333333333333336,8.144527815247079,15,48.0,352.0,85.15867542417507,170,358.0,328.6666666666667,107.44921280927717,214,340.0,5243.666666666667,30.501366089625122,61.0,5244.0,662.6666666666666,107.59337030381255,213,645.0,536.45,170.37707856398995,328.02000000000004,483.17,907.9466666666666,1317.4242252339727,2351.48,221.66,498.3333333333333,358.6451356610505,667,346.0,666.6666666666666,611.0100926607787,1200.0,800.0,2.0,2.0,4,2.0
3318,2019-07-01 00:00:00,300.0,1,0,370.33,108.19603366112827,207.59,405.6,1.0,0.0,0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,120.0,7.810249675906654,14,124.0,18.0,11.789826122551595,23,15.0,81.0,13.076696830622021,24,75.0,46.0,24.24871130596428,48,42.0,5243.666666666667,30.501366089625122,61.0,5244.0,263.0,99.13626985114983,198,257.0,237.08333333333334,156.09782744591078,311.44,224.55,2.76,4.754503128613967,8.25,0.03,550.0,949.1659496631767,1646,4.0,383.3333333333333,28.867513459481287,50.0,400.0,3.0,0.0,0,3.0
3404,2019-07-01 00:00:00,260.0,1,0,12.133333333333333,16.10134569945423,30.4,6.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3094010767585034,4,1.0,0.0,0.0,0,0.0,0.6666666666666666,0.5773502691896258,1,1.0,3.6666666666666665,3.511884584284246,7,4.0,5243.666666666667,30.501366089625122,61.0,5244.0,1.0,1.0,2,1.0,1.2133333333333334,1.2625899307904103,2.52,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
3412,2019-07-01 00:00:00,135.0,1,0,558.4533333333334,186.3897361265725,368.53999999999996,590.82,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,120.33333333333333,11.015141094572204,20,115.0,18.333333333333332,12.096831541082702,23,14.0,40.0,38.157568056677825,76,36.0,9.333333333333334,4.725815626252608,9,11.0,5243.666666666667,30.501366089625122,61.0,5244.0,117.66666666666667,87.7857239722572,170,143.0,49.406666666666666,39.43169579581042,69.57,70.85,1073.0466666666666,1061.3394618751029,2109.3999999999996,936.18,897.3333333333334,539.1514938617285,1073,959.0,700.0,300.0,600.0,700.0,1.3333333333333333,0.5773502691896257,1,1.0
3428,2019-07-01 00:00:00,610.0,1,0,248.6,40.87639905862551,70.80000000000001,225.0,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,78.66666666666667,48.562674281111555,95,67.0,2.6666666666666665,1.5275252316519465,3,3.0,63.333333333333336,28.53652630109932,54,74.0,151.33333333333334,71.50058274820796,137,175.0,5243.666666666667,30.501366089625122,61.0,5244.0,168.66666666666666,61.78457196852086,122,180.0,364.94,182.04240632336192,345.85,430.63,11866.003333333332,3344.35964126667,6102.719999999999,10285.31,3963.0,424.16152583656145,807,4114.0,250.0,70.0,130.0,280.0,1.3333333333333333,0.5773502691896257,1,1.0
